PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
330,0,2,"Jeon, Mr. Junho",male,31.3,0,0,T275016,39.0866,,S
331,0,3,"Ahn, Mr. Woojin",male,46,3,0,T772073,9.9808,,C
332,1,1,"Jung, Miss. Hana",female,,4,0,T881645,161.4393,,S
333,0,3,"Lee, Mr. Jiho",male,26.5,0,0,T117475,17.6188,E40,S
334,1,1,"Hong, Mr. Hyun",male,43.1,0,0,T938709,126.4814,,S
335,1,3,"Choi, Mrs. Yuna",female,27.9,0,0,T317208,18.3659,,S
336,1,1,"Jeon, Miss. Jiwoo",female,,0,2,T114700,20.8285,,S
337,1,1,"Lee, Mrs. Hana",female,33.8,2,0,T233215,135.6111,,C
338,1,3,"Seo, Mrs. Chaewon",female,34,0,0,T111125,26.5928,,S
339,0,3,"Han, Mr. Jiho",male,,2,0,T853499,13.8639,C66,S
340,1,3,"Lee, Mrs. Yuna",female,,0,0,T423819,23.7017,E64,S
341,1,2,"Ko, Miss. Seoyeon",female,,4,2,T722597,10.4114,C61,S
342,1,3,"Shin, Mrs. Yuna",female,26.3,0,0,T769286,5.2534,,S
343,0,3,"Oh, Mr. Minsu",male,51.6,3,0,T596554,9.8555,,C
344,0,1,"Yoon, Mr. Daniel",male,37.2,0,1,T922985,95.0531,F80,S
345,1,2,"Ko, Miss. Jiwoo",female,25.1,0,0,T921119,14.8771,,S
346,0,3,"Shin, Mr. Taeyang",male,48.4,0,2,T577694,33.2138,D88,S
347,0,3,"Lee, Mrs. Hana",female,50,0,0,T437334,28.9321,,S
348,0,3,"Park, Mr. Hyun",male,18.3,2,3,T323532,8.7698,,C
349,0,3,"Shin, Mr. Junho",male,,2,0,T379302,1.0041,,S
350,1,1,"Lim, Mrs. Yuna",female,29.6,0,2,T187096,97.0939,C115,S
351,1,3,"Kang, Mrs. Chaewon",female,3.4,0,0,T210067,2.4353,,S
352,1,2,"Song, Miss. Sora",female,12.8,0,0,T155361,16.44,,S
353,0,1,"Ahn, Mr. Hyun",male,,0,0,T791892,29.0233,,C
354,0,1,"Song, Mr. Junho",male,36.8,2,0,T427734,60.107,B3,S
355,0,1,"Ryu, Mr. Taeyang",male,,2,2,T472281,33.457,E40,C
356,0,3,"Shin, Mr. Minsu",male,,4,1,T693588,24.1492,,S
357,0,2,"Oh, Mrs. Seoyeon",female,34.1,3,0,T237662,40.9875,,Q
358,0,2,"Jung, Mr. Woojin",male,31,0,3,T351567,24.6622,,S
359,0,1,"Oh, Mr. Woojin",male,24.8,3,0,T227802,119.6014,,C
360,0,3,"Han, Mr. Jiho",male,31.1,2,0,T645626,6.3871,,C
361,0,3,"Seo, Mr. Woojin",male,,0,1,T285830,31.8509,,C
362,1,3,"Jung, Mrs. Seoyeon",female,34.8,3,3,T175383,5.3795,,S
363,1,1,"Seo, Mrs. Minji",female,20.5,0,0,T510492,69.3075,,S
364,1,3,"Ryu, Miss. Hana",female,27.5,0,0,T207512,4.1825,,S
365,0,1,"Hong, Miss. Chaewon",female,,3,0,T343277,73.937,C33,S
366,1,3,"Han, Mr. Minsu",male,38,0,0,T850428,8.9018,D58,S
367,1,1,"Kim, Miss. Yuna",female,23,4,1,T467526,86.7325,,C
368,0,3,"Oh, Mr. Junho",male,4.3,0,0,T400231,0.6755,F107,S
369,1,2,"Lim, Mrs. Sora",female,40.3,1,0,T942682,20.659,A24,C
370,0,3,"Yoon, Mr. Woojin",male,36.4,1,0,T748886,7.3499,F129,Q
371,0,3,"Han, Mr. Daniel",male,,0,0,T312986,16.2112,,Q
372,0,3,"Ahn, Mr. Minsu",male,,3,0,T317815,4.0684,,S
373,0,3,"Kang, Mr. Sungmin",male,27.7,1,0,T117501,26.6084,,S
374,0,1,"Ryu, Miss. Seoyeon",female,37.3,3,1,T116244,93.5714,,Q
375,0,3,"Ko, Mr. Woojin",male,34.3,1,0,T294566,7.3804,,S
376,0,1,"Lee, Mrs. Sora",female,32.7,0,0,T374258,23.0725,,S
377,1,3,"Hong, Mr. Junho",male,33.6,3,0,T460726,1.4718,,C
378,0,3,"Hong, Mr. Sungmin",male,51.1,0,0,T693817,22.7108,,S
379,0,1,"Song, Mr. Taeyang",male,34.2,0,1,T575553,72.2268,E82,S
380,0,3,"Jeon, Mr. Hyun",male,40.9,0,1,T899664,7.8484,,S
381,0,1,"Choi, Mr. Jiho",male,40.3,0,2,T809564,50.6958,,S
382,0,3,"Seo, Mr. Minsu",male,,4,0,T560328,16.9751,,S
383,0,2,"Lim, Mr. Hyun",male,,0,3,T532259,17.8619,,S
384,1,1,"Ko, Mr. Minsu",male,26.1,0,0,T729238,225.2786,,C
385,0,3,"Lee, Mr. Hyun",male,17.7,0,0,T361118,25.3454,,S
386,0,2,"Lee, Mr. Minsu",male,41.9,0,0,T912398,37.3258,F65,S
387,0,1,"Han, Mr. Hyun",male,36.5,0,0,T491363,47.4176,,S
388,0,3,"Ko, Mr. Hyun",male,29.4,0,0,T946856,10.4834,,S
389,0,1,"Hong, Mr. Daniel",male,29.5,0,0,T349059,32.9237,,S
390,0,3,"Park, Mr. Sungmin",male,29.1,0,2,T120116,4.7054,,C
391,1,1,"Kim, Mr. Daniel",male,20.6,0,0,T240012,81.4421,E44,C
392,0,3,"Yoon, Mr. Taeyang",male,39.6,0,0,T492629,9.7807,,S
393,0,3,"Oh, Mr. Sungmin",male,32.4,4,0,T545684,27.1341,,S
394,0,2,"Park, Mr. Taeyang",male,20.5,0,0,T533461,10.7675,,S
395,1,3,"Yoon, Miss. Minji",female,69.4,0,0,T259625,12.328,,S
396,0,1,"Hwang, Mr. Minsu",male,,0,3,T273676,235.6297,,C
397,0,3,"Lim, Miss. Minji",female,25.8,0,0,T799957,10.3448,E48,Q
398,0,3,"Kwon, Mr. Hyun",male,7.9,0,0,T907161,11.5809,,S
399,1,3,"Han, Mrs. Chaewon",female,18.3,1,0,T625017,18.4258,,S
400,0,3,"Kwon, Mr. Jiho",male,15.7,0,2,T355680,6.6011,,S
401,1,2,"Jeon, Mrs. Sora",female,35.3,2,0,T867693,1.8862,,S
402,0,2,"Hong, Mr. Sungmin",male,11.1,4,2,T678454,17.3586,,S
403,1,3,"Choi, Mr. Daniel",male,16,0,0,T347148,8.004,,S
404,1,3,"Hong, Mr. Woojin",male,,0,1,T739532,15.1615,,S
405,1,3,"Ko, Mr. Taeyang",male,35.1,0,0,T183201,28.511,,C
406,0,1,"Yoon, Miss. Chaewon",female,57.7,0,0,T226026,70.8289,,S
407,0,3,"Ko, Mr. Jiho",male,37.9,0,0,T862096,17.5013,,Q
408,1,3,"Lee, Mrs. Eunbi",female,30,0,0,T519466,19.7964,F74,S
409,0,1,"Ko, Mr. Woojin",male,23.8,4,0,T522009,141.8199,,S
410,0,1,"Hwang, Mr. Junho",male,,0,0,T281627,38.4075,,S
411,0,2,"Oh, Mr. Junho",male,47.7,0,0,T702191,34.2533,,S
412,0,3,"Jeon, Mr. Minsu",male,21.3,0,0,T893799,2.4264,E53,C
413,1,3,"Kang, Mr. Jiho",male,28.6,3,0,T811221,11.2989,,C
414,0,3,"Kim, Mr. Junho",male,36.4,0,0,T552390,15.5192,B122,Q
415,0,2,"Song, Mr. Daniel",male,43.3,3,0,T393051,8.0396,,S
416,1,2,"Shin, Mrs. Eunbi",female,18.1,0,0,T111020,50.4223,,S
417,0,2,"Ahn, Mr. Jiho",male,7.8,4,3,T726538,30.9199,,Q
418,1,2,"Park, Mrs. Sora",female,57.1,0,2,T493823,29.2737,,S
419,1,1,"Shin, Mr. Minsu",male,31.4,0,0,T545551,24.0339,,S
420,0,2,"Kang, Mr. Hyun",male,10.5,0,2,T155368,23.508,,S
421,1,3,"Shin, Mrs. Jiwoo",female,33.1,0,3,T240697,11.0363,,S
422,0,3,"Ahn, Mr. Hyun",male,37.4,1,0,T703924,6.327,A90,S
423,1,1,"Kang, Miss. Yuna",female,5.4,0,0,T380344,45.2945,,S
424,1,3,"Ryu, Mrs. Seoyeon",female,52.2,0,0,T736156,4.8766,,S
425,0,3,"Shin, Mr. Junho",male,33.6,4,0,T393185,9.2131,,S
426,1,2,"Han, Mr. Junho",male,24.1,2,0,T980260,27.982,,S
427,0,2,"Song, Mr. Jiho",male,34.6,0,0,T703719,18.0331,,S
428,1,1,"Hong, Miss. Yuna",female,11.4,0,0,T778800,66.3978,,S
429,1,3,"Ko, Miss. Seoyeon",female,34.7,0,0,T362385,23.6372,,C
430,1,3,"Jung, Mr. Junho",male,47.9,0,0,T451390,6.807,,S
431,1,3,"Hwang, Mrs. Eunbi",female,24.5,0,0,T620229,17.2963,,S
432,1,3,"Ahn, Mrs. Seoyeon",female,37.4,1,3,T189085,8.8721,,Q
433,1,2,"Jung, Mr. Junho",male,30.3,0,0,T188203,6.3698,,Q
434,0,3,"Shin, Mr. Junho",male,1.2,0,0,T781416,32.9377,F84,S
435,1,3,"Seo, Mr. Jiho",male,48.5,0,0,T614633,17.0333,,S
436,1,2,"Oh, Miss. Minji",female,,0,0,T736865,45.1559,,S
437,1,3,"Jung, Mrs. Hana",female,5,0,0,T820594,14.6328,,C
438,0,3,"Kwon, Mrs. Yuna",female,,0,3,T216838,3.7977,,C
439,1,3,"Kim, Miss. Chaewon",female,35.7,0,1,T990546,6.482,,S
440,0,3,"Jeon, Mr. Junho",male,,2,0,T477376,17.0088,,C
441,0,3,"Hwang, Mr. Woojin",male,17.8,3,1,T356333,10.2754,,Q
442,1,3,"Jeon, Mr. Woojin",male,43.1,0,1,T293428,19.9791,,S
443,1,3,"Lee, Mrs. Eunbi",female,21.6,0,3,T744944,12.3132,B72,C
444,0,3,"Seo, Mr. Daniel",male,15.3,1,1,T736381,16.3161,,C
445,1,3,"Lee, Mr. Junho",male,,0,0,T403829,6.8441,,Q
446,1,1,"Lee, Miss. Minji",female,20.7,2,0,T973634,110.3696,,S
447,0,1,"Kwon, Mr. Jiho",male,33.2,0,1,T607962,6.8849,,Q
448,0,2,"Ko, Mr. Hyun",male,25.3,0,0,T541828,22.6614,B98,Q
449,0,1,"Jeon, Mrs. Minji",female,27.3,0,0,T157737,10.0129,,S
450,0,2,"Jung, Mr. Jiho",male,57.1,1,3,T688037,22.9337,,S
451,0,1,"Han, Mr. Taeyang",male,27.3,0,3,T101170,18.7159,,S
452,1,1,"Jeon, Mrs. Eunbi",female,46.8,0,0,T389190,116.3055,C86,C
453,1,2,"Choi, Mrs. Jiwoo",female,,0,0,T907380,16.3776,C56,C
454,0,3,"Jeon, Mr. Minsu",male,7.7,3,0,T266815,14.2968,,S
455,0,3,"Ahn, Mr. Minsu",male,38.7,3,0,T132884,17.9822,,S
456,0,2,"Park, Mrs. Chaewon",female,36.4,2,0,T835080,3.9708,,S
457,0,1,"Jung, Mr. Hyun",male,23.6,1,0,T103002,46.6242,F23,S
458,0,3,"Lim, Mrs. Yuna",female,,4,0,T552472,9.2512,,S
459,1,2,"Shin, Miss. Yuna",female,33,3,2,T549860,18.1692,,S
460,1,1,"Song, Mr. Taeyang",male,27.8,0,0,T189266,16.5508,,S
461,1,3,"Kim, Mr. Sungmin",male,26.8,0,2,T136887,17.0211,,C
462,0,3,"Choi, Mr. Hyun",male,33.4,3,0,T865756,18.1492,,S
463,0,2,"Hong, Mr. Woojin",male,,0,0,T337673,35.4921,,S
464,1,3,"Kang, Miss. Hana",female,49.6,0,0,T955336,18.5221,F49,C
465,0,3,"Shin, Mr. Minsu",male,,0,0,T797094,14.3357,,S
466,0,3,"Ryu, Mr. Jiho",male,15.5,0,0,T918855,13.4834,,C
467,0,3,"Ryu, Mrs. Minji",female,38.3,0,0,T702758,24.6019,,S
468,1,3,"Yoon, Miss. Hana",female,,0,3,T979003,8.6553,,Q
469,0,3,"Han, Mr. Jiho",male,,0,2,T276428,18.912,,S
470,0,1,"Shin, Mr. Junho",male,50.6,0,1,T666483,128.2832,D59,S
471,1,3,"Ko, Mr. Daniel",male,,4,0,T920551,15.6554,B122,C
472,0,2,"Kim, Miss. Minji",female,37.1,0,0,T669524,14.849,,S
473,0,1,"Jung, Mr. Woojin",male,51.3,0,0,T383325,131.7644,,S
474,0,3,"Ahn, Mr. Woojin",male,48.5,0,0,T705227,20.591,,S
475,1,3,"Lee, Mr. Daniel",male,,2,3,T852969,21.5608,,S
476,0,3,"Song, Mr. Junho",male,39.7,2,0,T375973,23.2719,,S
477,1,3,"Choi, Mrs. Sora",female,8,0,0,T164743,22.8339,,C
478,0,3,"Shin, Mr. Minsu",male,31.8,0,0,T886700,0.5244,,S
479,0,1,"Lee, Mr. Sungmin",male,50.9,3,3,T120628,227.9654,,Q
480,1,1,"Ko, Mr. Taeyang",male,,1,0,T869390,7.4553,,Q
481,1,3,"Kim, Miss. Seoyeon",female,,0,1,T391616,16.3104,,C
482,0,3,"Oh, Mr. Sungmin",male,29.3,0,0,T169872,10.1527,C134,S
483,0,3,"Shin, Mr. Taeyang",male,24.6,0,0,T136241,2.9903,,S
484,0,3,"Jung, Mr. Woojin",male,30.5,0,0,T951780,9.4022,,C
485,1,3,"Hong, Miss. Hana",female,19.1,0,0,T747825,30.6232,,Q
486,1,3,"Kang, Mr. Taeyang",male,17.6,0,0,T381372,22.2586,,S
487,1,1,"Han, Miss. Chaewon",female,22.7,2,2,T340508,103.6934,E88,Q
488,0,3,"Hwang, Mr. Jiho",male,39.9,0,0,T552573,9.6485,,S
489,0,3,"Ryu, Mr. Minsu",male,32.4,0,1,T445212,11.8748,,S
490,0,1,"Yoon, Mr. Woojin",male,25,4,0,T385476,13.4066,,S
491,0,3,"Ko, Mr. Daniel",male,34.1,3,3,T710467,0.3866,,S
492,0,3,"Ko, Mr. Taeyang",male,36.6,0,0,T688617,29.5388,D76,S
493,1,3,"Ko, Mr. Minsu",male,39.3,0,0,T902531,11.1656,B116,S
494,1,2,"Yoon, Miss. Chaewon",female,24.8,0,0,T738199,8.695,,S
495,1,2,"Seo, Miss. Chaewon",female,38.6,1,0,T213219,22.2348,,S
496,1,1,"Lim, Miss. Sora",female,26.2,0,0,T198665,66.5063,,S
497,0,2,"Choi, Mr. Daniel",male,14.6,0,0,T157449,41.3706,,S
498,0,3,"Oh, Mr. Hyun",male,20.8,0,2,T435288,12.1881,,S
499,0,1,"Park, Miss. Minji",female,43.3,0,0,T399793,9.6826,,S
500,0,3,"Kang, Mr. Junho",male,24.2,0,0,T700712,15.1323,,S
501,0,3,"Shin, Mr. Jiho",male,39.2,0,3,T524153,3.6339,A41,S
502,0,3,"Ahn, Mr. Woojin",male,,0,0,T647895,11.91,,S
503,1,2,"Hong, Mrs. Eunbi",female,36.8,4,0,T982034,6.328,B13,S
504,0,3,"Ahn, Mr. Daniel",male,,0,0,T295723,19.2078,,Q
505,1,2,"Hong, Mr. Junho",male,36.9,0,0,T749002,42.5252,,S
506,1,2,"Lee, Mrs. Chaewon",female,21.9,0,2,T114027,23.5801,A52,C
507,0,3,"Kwon, Mr. Minsu",male,27.6,0,0,T651817,18.4932,A0,C
508,0,2,"Jung, Mr. Hyun",male,40.1,0,0,T352698,10.2551,,S
509,1,1,"Seo, Miss. Sora",female,40.6,0,3,T751609,101.6742,,Q
510,0,3,"Shin, Mrs. Minji",female,36.6,0,0,T382885,32.1386,,Q
511,0,3,"Ahn, Mr. Woojin",male,18.3,1,0,T324898,9.8792,,S
512,0,2,"Han, Mr. Minsu",male,14.7,3,0,T109605,38.0143,,C
513,1,2,"Han, Mrs. Yuna",female,,0,0,T566087,30.1197,,S
514,0,3,"Lee, Mr. Daniel",male,,0,3,T229427,20.8224,,S
515,1,1,"Hong, Miss. Sora",female,,0,0,T204802,14.3591,,C
516,1,3,"Lim, Mr. Woojin",male,,2,0,T423572,13.6935,,S
517,0,1,"Ahn, Mr. Woojin",male,24,0,2,T107957,51.1247,,C
518,0,3,"Shin, Mr. Hyun",male,19.2,0,0,T213973,19.3728,,S
519,1,3,"Kim, Miss. Hana",female,44.1,4,0,T933397,22.6294,,S
520,1,2,"Shin, Mrs. Jiwoo",female,42.9,2,0,T503416,0.3593,,S
521,0,3,"Ryu, Mr. Junho",male,42.6,0,0,T599415,18.003,,S
522,1,3,"Ryu, Mrs. Minji",female,26.9,0,0,T549507,10.8052,,S
523,0,3,"Shin, Mrs. Yuna",female,54.7,0,2,T274116,9.1355,D67,Q
524,0,3,"Hwang, Mr. Daniel",male,25.6,2,0,T447345,15.5569,,S
525,0,3,"Shin, Mr. Hyun",male,50,0,2,T221178,21.3677,C64,S
526,0,1,"Oh, Mr. Hyun",male,,0,1,T607307,103.2215,,S
527,1,3,"Jung, Miss. Seoyeon",female,31.7,0,0,T795868,11.3824,,S
528,0,2,"Song, Mr. Minsu",male,42.4,0,0,T736245,27.6502,,S
529,1,3,"Lee, Miss. Jiwoo",female,33.8,1,0,T195094,22.4835,E136,S
530,1,3,"Ko, Miss. Jiwoo",female,12.3,0,2,T563634,11.1143,,Q
531,0,3,"Jeon, Mr. Woojin",male,32.7,0,0,T133306,17.1793,,S
532,1,3,"Lee, Mrs. Eunbi",female,39.1,4,1,T427797,10.8837,,Q
533,1,3,"Ahn, Mrs. Hana",female,16.3,0,0,T499241,1.4066,,S
534,0,3,"Hwang, Mr. Sungmin",male,44.6,2,0,T350496,5.8962,,S
535,1,1,"Han, Mrs. Sora",female,27.3,0,0,T929145,103.3716,,C
536,1,3,"Yoon, Mrs. Seoyeon",female,33.3,0,0,T561395,9.4042,,S
537,0,1,"Park, Mr. Daniel",male,26.4,4,0,T847622,129.1097,,S
538,0,3,"Shin, Miss. Eunbi",female,36.2,0,0,T341677,12.0234,,C
539,1,2,"Lee, Mr. Minsu",male,,4,0,T738252,7.9165,B133,S
540,1,1,"Han, Miss. Chaewon",female,22,4,3,T748277,150.767,,C
541,0,1,"Hwang, Mrs. Minji",female,24.3,4,0,T573954,59.7163,E95,S
542,0,3,"Park, Mr. Jiho",male,11.3,1,0,T519453,16.8183,D125,C
543,1,3,"Lim, Mrs. Jiwoo",female,26,0,1,T633714,34.5644,,S
544,1,1,"Kim, Miss. Yuna",female,35.5,0,0,T199432,61.5389,,S
545,0,3,"Hwang, Mr. Hyun",male,32.3,0,0,T111396,26.4424,,S
546,0,3,"Jeon, Mr. Hyun",male,14.7,0,3,T211879,33.3379,,C
547,1,3,"Shin, Mrs. Minji",female,43.3,0,0,T652440,17.2374,,S
548,0,1,"Shin, Mr. Sungmin",male,27.4,0,0,T708023,72.935,,S
549,1,3,"Kang, Mrs. Jiwoo",female,0.5,0,0,T858596,36.5541,E123,C
550,0,3,"Han, Mr. Daniel",male,44.7,0,2,T621543,2.065,,Q
551,1,1,"Kang, Mr. Minsu",male,23,4,0,T511475,98.1505,,S
552,0,3,"Ahn, Mr. Daniel",male,44,0,0,T331371,6.7623,C117,S
553,1,2,"Ahn, Mr. Junho",male,14.1,0,3,T161968,13.4973,D31,S
554,0,3,"Lim, Mr. Jiho",male,0.5,0,0,T186051,5.6741,,S
555,0,1,"Han, Mrs. Minji",female,21.9,0,0,T331852,15.6683,,S
556,1,3,"Ahn, Miss. Minji",female,16.7,0,0,T317792,7.3999,,S
557,0,1,"Lim, Mr. Daniel",male,2.4,0,2,T872641,86.7579,,S
558,1,2,"Jeon, Miss. Eunbi",female,,0,0,T254189,43.6603,E61,C
559,1,1,"Jung, Miss. Seoyeon",female,15.5,0,0,T971125,158.332,F71,S
560,0,1,"Song, Mr. Sungmin",male,,0,0,T632717,116.8978,,C
561,0,1,"Park, Miss. Yuna",female,,2,1,T678795,179.4367,,C
562,1,3,"Song, Miss. Eunbi",female,40.1,4,0,T662968,13.9216,,S
563,0,2,"Ahn, Mr. Minsu",male,23.7,2,0,T247788,2.7789,,Q
564,1,3,"Kwon, Mrs. Minji",female,28.9,0,0,T460383,20.0538,,S
565,1,2,"Ryu, Mr. Sungmin",male,,0,0,T509799,25.2522,,S
566,1,3,"Ryu, Mr. Daniel",male,55.8,2,0,T449196,3.6772,,S
567,0,2,"Ahn, Mrs. Eunbi",female,17.2,1,0,T437277,20.313,B77,C
568,1,1,"Ryu, Miss. Seoyeon",female,38.7,0,0,T222266,150.9692,,S
569,0,2,"Lee, Mr. Jiho",male,24.7,2,3,T229410,28.4142,,S
570,0,1,"Jeon, Mr. Sungmin",male,,3,0,T528629,175.348,,S
571,1,1,"Song, Miss. Seoyeon",female,48.1,3,1,T319067,75.5093,,Q
572,0,3,"Lim, Mr. Sungmin",male,4.7,0,0,T967914,2.5424,,S
573,0,3,"Kim, Mrs. Sora",female,16.6,0,0,T534690,18.5958,,S
574,0,3,"Jung, Mr. Woojin",male,18.6,0,0,T604620,16.2217,F106,C
575,0,3,"Ko, Mr. Hyun",male,9.7,0,0,T270882,0.0088,,S
576,0,3,"Kim, Mr. Woojin",male,53.2,0,0,T381307,4.1977,B8,S
577,0,3,"Hwang, Mr. Jiho",male,38.9,0,0,T816361,19.424,E81,Q
578,1,3,"Shin, Miss. Jiwoo",female,32.7,0,0,T519859,6.2256,,S
579,0,3,"Seo, Mr. Hyun",male,23.3,0,0,T201503,29.3562,,S
580,0,1,"Song, Mr. Hyun",male,22.8,0,0,T656222,136.8194,,S
581,1,3,"Kang, Miss. Hana",female,,0,0,T213693,33.5035,,S
582,0,3,"Seo, Miss. Hana",female,21.2,0,0,T343199,14.6767,C78,C
583,0,1,"Park, Mr. Minsu",male,,0,0,T620815,146.4202,,S
584,0,3,"Hong, Mr. Junho",male,30,0,0,T656339,5.9935,C10,S
585,1,2,"Oh, Miss. Seoyeon",female,19.5,0,0,T776145,20.2853,,S
586,1,2,"Han, Mr. Hyun",male,15,0,2,T335674,12.9051,,S
587,0,2,"Han, Mr. Daniel",male,,0,0,T147700,11.1985,,S
588,0,1,"Kang, Mrs. Jiwoo",female,18.2,0,0,T520719,180.4392,,S
589,1,2,"Park, Mr. Sungmin",male,26.6,0,0,T755618,27.5173,,Q
590,0,3,"Ahn, Mr. Hyun",male,,0,0,T482543,15.7808,F21,S
591,0,2,"Shin, Mr. Minsu",male,,0,1,T655815,10.0474,,S
592,1,3,"Ahn, Miss. Chaewon",female,16.2,1,0,T543872,15.2628,,C
593,1,3,"Jeon, Miss. Sora",female,22,0,0,T380305,21.1685,,S
594,0,1,"Lee, Mr. Junho",male,27.3,0,0,T866412,110.3374,,S
595,0,2,"Park, Mr. Junho",male,,0,2,T293371,31.2067,,S
596,0,3,"Song, Mr. Hyun",male,,0,0,T961117,23.3909,,S
597,0,3,"Kang, Mr. Jiho",male,42.8,0,0,T607493,19.0638,,C
598,0,2,"Kwon, Mr. Junho",male,23.5,0,2,T103434,30.7462,A41,C
599,0,1,"Jeon, Mr. Daniel",male,26.7,0,0,T372651,166.4046,F5,C
600,0,1,"Han, Mr. Junho",male,52.3,0,0,T803844,201.4382,,C
601,1,3,"Han, Miss. Minji",female,,0,0,T925900,14.1449,,S
602,1,3,"Ko, Miss. Hana",female,34.3,0,2,T634517,24.2024,C64,S
603,1,2,"Han, Miss. Hana",female,70.5,0,0,T690507,43.5391,,S
604,0,3,"Lim, Mr. Taeyang",male,20.3,1,0,T586580,12.2208,,C
605,0,2,"Hwang, Mrs. Sora",female,45.9,1,0,T567112,14.9209,,S
606,0,3,"Shin, Mr. Woojin",male,19.7,0,0,T446163,24.9803,,S
607,0,2,"Oh, Mr. Minsu",male,28,2,0,T808893,28.7008,,C
608,1,2,"Oh, Miss. Yuna",female,,0,1,T610076,22.0181,E1,S
609,0,3,"Oh, Mr. Sungmin",male,29.2,3,0,T985831,11.2081,F126,S
610,1,3,"Ryu, Miss. Chaewon",female,22.6,0,3,T945194,32.9275,B71,S
611,1,3,"Kang, Mrs. Chaewon",female,25,0,0,T309103,13.5076,,C
612,1,2,"Oh, Mrs. Eunbi",female,51.2,0,0,T107040,19.4878,D113,S
613,0,1,"Seo, Mr. Minsu",male,16.5,0,1,T566955,44.8278,,S
614,0,3,"Song, Mr. Minsu",male,44.5,1,1,T330694,28.0005,A0,S
615,1,1,"Seo, Mrs. Yuna",female,17.6,2,0,T359312,169.5516,B30,S
616,1,1,"Oh, Miss. Seoyeon",female,35.4,0,3,T212191,1.3397,,Q
617,1,2,"Yoon, Mr. Hyun",male,,2,0,T267894,23.8536,,S
618,1,1,"Shin, Mr. Jiho",male,,0,3,T849693,146.0761,,Q
619,0,1,"Seo, Mr. Taeyang",male,,0,0,T664341,202.9652,,Q
620,0,2,"Song, Mr. Hyun",male,,0,0,T359616,15.8285,,S
621,0,2,"Hwang, Mr. Jiho",male,,3,0,T332451,25.1455,,C
622,0,1,"Choi, Mrs. Chaewon",female,0.5,4,1,T798109,15.461,,S
623,1,3,"Kim, Miss. Jiwoo",female,28.8,0,0,T828339,46.9774,,S
624,1,1,"Park, Mr. Jiho",male,37.5,0,0,T247320,19.8897,,C
625,0,3,"Kwon, Mr. Minsu",male,17.7,1,3,T317579,21.727,,S
626,0,2,"Park, Miss. Eunbi",female,42,0,0,T758585,32.4271,,S
627,1,3,"Kang, Mr. Junho",male,,3,0,T174219,22.8333,,S
628,0,3,"Park, Mr. Hyun",male,,0,0,T417960,11.514,,C
629,0,3,"Ahn, Mr. Minsu",male,27.3,0,0,T188540,2.71,,S
630,0,1,"Lim, Mr. Jiho",male,37.9,0,2,T621925,2.9261,D101,S
631,1,3,"Yoon, Mrs. Seoyeon",female,23.1,2,0,T964262,35.7788,,C
632,1,3,"Ryu, Mrs. Sora",female,39.3,2,0,T672508,17.956,,S
633,1,3,"Yoon, Mr. Sungmin",male,,0,0,T640214,20.9033,D129,S
634,1,1,"Hong, Miss. Jiwoo",female,43.3,3,0,T810678,93.0265,A136,S
635,0,3,"Song, Mrs. Sora",female,35.6,0,0,T528534,3.0398,,S
636,1,2,"Song, Mrs. Yuna",female,35.6,4,0,T665472,12.5304,,S
637,0,1,"Kim, Mr. Junho",male,22.8,0,0,T250684,110.3465,E89,S
638,0,2,"Jeon, Mr. Woojin",male,,4,0,T386534,10.9242,,S
639,0,3,"Hwang, Mr. Taeyang",male,,2,0,T974196,24.0573,B52,S
640,1,3,"Jung, Mr. Sungmin",male,41.9,1,0,T257555,5.0173,,C
641,0,3,"Hwang, Miss. Eunbi",female,53.8,0,0,T260702,11.3437,,S
642,0,3,"Oh, Mr. Junho",male,18.7,0,3,T969534,18.2531,B138,S
643,1,3,"Ahn, Miss. Yuna",female,11.6,0,0,T404377,23.1959,,S
644,1,1,"Choi, Miss. Yuna",female,33,0,3,T577652,87.3697,E61,Q
645,0,3,"Han, Mr. Junho",male,17.8,0,0,T351077,21.828,C17,C
646,0,3,"Kim, Mr. Sungmin",male,34.9,0,0,T674276,20.4767,,S
647,0,3,"Choi, Mr. Minsu",male,,0,0,T224094,29.5702,F139,Q
648,0,3,"Yoon, Mr. Daniel",male,19.5,0,3,T526220,16.2921,,S
649,1,3,"Choi, Mrs. Seoyeon",female,,4,0,T874895,15.6938,,Q
650,0,2,"Yoon, Mr. Sungmin",male,39.8,0,0,T187606,11.7103,,S
651,0,3,"Park, Miss. Seoyeon",female,49.3,0,0,T207503,11.1757,,C
652,0,2,"Lee, Mr. Junho",male,36.7,2,0,T579907,10.8515,,C
653,0,3,"Yoon, Mr. Hyun",male,19.6,4,0,T343465,24.9437,,S
654,0,3,"Lim, Mr. Daniel",male,34.1,0,0,T317639,33.29,E75,S
655,0,2,"Song, Mr. Junho",male,26.6,0,0,T818641,20.4041,,C
656,0,2,"Han, Miss. Yuna",female,40.6,0,0,T653248,31.6781,,S
657,1,2,"Kim, Miss. Hana",female,15.6,4,0,T659376,2.0456,,S
658,0,3,"Shin, Mr. Jiho",male,21.2,0,1,T564684,30.036,,C
659,0,1,"Seo, Mr. Jiho",male,,4,0,T596104,0.036,,S
660,0,2,"Hwang, Mr. Minsu",male,44.7,0,2,T850335,26.4868,,S
